0####-####step	0,0,0	0,0,0	None
8####-####adjust####the####resolution####of####the####display####(####if####necessary####)####.####adjust####the####resolution####of####the####display####(####if####necessary####)####.####you####computer####'s####monitor####and####you####tv####may####have####different####resolution####,####and####you####tv####'s####display####may####be####blurry####when####you####switch####over####.####use####the####"####resolution####"####slider####in####the####"####screen####resolution####/####property####"####window####to####select####a####clear####resolution####.####-####most####hdtv####have####a####native####resolution####of####1920x1080####.####select####the####"####recommend####"####resolution####if####possible####.	0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####mac	0,0,0	0,0,0	None
1####-####find####out####what####kind####of####video####port####you####mac####have####.####find####out####what####kind####of####video####port####you####mac####have####.####there####be####four####main####type####of####connector####that####you####mac####or####macbook####may####have####.####know####which####connection####type####you####have####will####help####you####figure####out####what####equipment####you####need####.####[####2####]####-####x####-####research####source####-####-####-####hdmi####-####the####hdmi####port####look####like####a####longer####,####slimmer####usb####port####,####with####small####indent####on####each####side####.####the####port####will####have####"####hdmi####"####print####above####it####.####this####be####the####current####standard####for####connect####hd####device####,####and####most####macs####and####macbooks####make####after####2012####have####this####port####.####hdmi####do####not####require####any####special####adapter####.####-####thunderbolt####-####this####be####a####port####slightly####smaller####than####a####usb####port####.####it####will####have####a####small####lightning####bolt####icon####print####above####it####.####you####will####need####a####thunderbolt####-####to####-####hdmi####adapter####to####connect####to####most####hdtv####.####-####mini####display####port####-####this####port####look####identical####to####the####thunderbolt####port####.####the####logo####be####a####small####box####with####a####line####on####each####side####.####-####micro####-####dvi####-####this####be####one####of####the####older####port####that####you####may####encounter####.####the####icon####be####the####same####as####the####mini####displayport####,####but####the####port####look####like####a####smaller####usb####port####.	0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####find####the####input####port####on####you####tv####.####find####the####input####port####on####you####tv####.####they####may####be####locate####on####the####back####or####along####the####side####.####the####most####common####tv####input####port####be####hdmi####,####dvi####,####and####vga####.####if####you####can####connect####hdmi####-####to####-####hdmi####,####you####will####only####need####one####cable####for####both####video####and####audio####.####for####all####other####connection####,####you####will####need####a####separate####audio####cable####.####-####make####note####of####the####input####label####so####that####you####can####easily####switch####the####tv####to####it####later####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	None
3####-####get####the####proper####adapter####(####if####necessary####)####.####get####the####proper####adapter####(####if####necessary####)####.####once####you####know####the####port####that####you####mac####have####and####the####connection####that####you####tv####support####,####you####can####get####the####adapter####that####you####need####.####[####3####]####-####x####-####research####source####-####-####-####if####you####mac####have####a####hdmi####port####and####you####tv####have####a####hdmi####port####,####all####you####need####be####a####standard####hdmi####cable####.####-####if####you####tv####support####hdmi####but####you####mac####have####a####thunderbolt####or####mini####display####port####,####you####will####need####a####thunderbolt####/####mini####displayport-####to####-####hdmi####adapter####.	0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####get####the####proper####cable####.####get####the####proper####cable####.####once####you####have####you####adapter####,####you####can####get####the####right####cable####.####if####you####adapter####go####to####hdmi####,####get####any####hdmi####cable####.####cheap####hdmi####cable####will####work####just####as####well####as####expensive####one####.####if####you####be####connect####via####dvi####or####vga####,####you####will####need####a####audio####cable####as####well####as####the####video####cable####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####plug####you####adapter####into####you####mac####.####plug####you####adapter####into####you####mac####.####connect####the####video####adapter####to####the####display####port####on####you####mac####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####use####you####video####cable####to####connect####you####adapter####to####you####tv####.####use####you####video####cable####to####connect####you####adapter####to####you####tv####.####if####both####the####computer####and####the####tv####have####hdmi####port####,####just####use####a####standard####hdmi####cable####to####connect####the####two####.####-####if####you####be####not####use####hdmi####to####connect####to####the####tv####,####you####will####need####a####audio####cable####to####get####the####sound####from####you####mac####to####you####tv####or####home####theater####system####.####use####a####3.5####mm####audio####cable####to####connect####the####headphone####jack####on####you####mac####to####the####audio####in####port####on####you####tv####or####receiver####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	None
7####-####switch####you####tv####to####the####correct####input####.####switch####you####tv####to####the####correct####input####.####select####the####input####that####you####computer####be####connect####to####.####some####tvs####may####have####multiple####input####of####the####same####type####to####choose####from####,####so####make####sure####you####select####the####right####one####.####-####in####most####case####,####you####desktop####will####be####automatically####extend####to####you####tv####'s####display####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	None
8####-####click####the####apple####menu####on####you####mac####and####select####"####system####preference####"####.####click####the####apple####menu####on####you####mac####and####select####"####system####preference####"####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####select####the####"####display####"####option####in####the####system####preference####menu####.####select####the####"####display####"####option####in####the####system####preference####menu####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
10####-####select####the####"####best####for####external####display####"####option####in####the####"####display####"####tab####.####select####the####"####best####for####external####display####"####option####in####the####"####display####"####tab####.####this####will####optimize####you####screen####resolution####for####you####connect####tv####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	None
11####-####click####the####"####arrangement####"####tab####.####click####the####"####arrangement####"####tab####.####this####will####show####how####you####two####display####be####oriented####in####relation####to####each####other####.####this####affect####how####you####mouse####move####between####display####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
12####-####drag####the####white####menu####bar####from####the####computer####'s####display####to####the####tv####.####drag####the####white####menu####bar####from####the####computer####'s####display####to####the####tv####.####this####will####switch####you####primary####display####to####you####tv####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0	True
13####-####return####to####the####system####preference####window####and####select####"####sound####"####.####return####to####the####system####preference####window####and####select####"####sound####"####.####in####the####"####output####"####tab####,####select####"####hdmi####"####if####you####connect####via####hdmi####cable####.####if####you####connect####via####another####cable####,####select####the####audio####cable####as####the####source####.	0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####use####vlc####media####player	0,0,1,0,0,0	0,0,0,0,0,0	None
1####-####install####vlc####media####player####on####you####mac.####install####vlc####media####player####on####you####mac####.####if####you####do####not####already####have####this####popular####media####player####install####,####you####can####download####it####now####from####https://www.videolan.org/vlc/download-macosx.html.####to####download####the####file####:####[####3####]####-####x####-####research####source####-####-####-####click####the####download####vlc####button####and####save####the####dmg####file####to####you####mac.####-####double####-####click####the####download####dmg####file####in####you####download####folder####.####-####drag####the####vlc####icon####(####the####orange####-####and####-####white####cone####)####to####the####application####folder####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
2####-####copy####the####address####of####the####youtube####video####you####want####to####download####.####copy####the####address####of####the####youtube####video####you####want####to####download####.####if####you####have####not####already####do####so####,####bring####up####the####video####in####you####favorite####web####browser####now####.####to####copy####the####url####,####click####the####address####bar####to####highlight####it####,####and####then####press####⌘####command####+####c####to####copy####.	0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####open####vlc####player####.####open####vlc####player####.####you####will####find####it####in####the####application####folder####once####it####be####install####.####-####you####may####have####to####provide####permission####for####the####app####to####run####for####the####first####time####.	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####click####the####file####menu####.####click####the####file####menu####.####it####be####at####the####top####-####leave####corner####of####the####screen####in####the####menu####bar####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####click####open####network####.####click####open####network####.####this####open####the####"####open####source####"####window####.####[####4####]####-####x####-####research####source	0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####click####the####"####url####"####box####and####press####⌘####command####+####v####.####click####the####"####url####"####box####and####press####⌘####command####+####v####.####this####paste####the####youtube####url####into####the####box####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####click####the####open####button####.####click####the####open####button####.####it####be####at####the####bottom####-####right####corner####of####the####window####.####this####add####the####video####to####you####vlc####playlist####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####right####-####click####the####video####on####the####playlist####and####select####media####information####.####right####-####click####the####video####on####the####playlist####and####select####media####information####.####if####the####video####start####play####,####just####right####-####click####the####video####and####select####media####information####there####instead####.	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####highlight####the####"####location####"####url####and####press####⌘####command####+####c.####highlight####the####"####location####"####url####and####press####⌘####command####+####c.####it####be####the####url####at####the####bottom####of####the####window####.####this####copy####the####url####to####you####clipboard####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
10####-####paste####the####copy####url####into####you####browser####and####press####⏎####return####.####paste####the####copy####url####into####you####browser####and####press####⏎####return####.####to####paste####the####url####,####return####to####you####web####browser####,####click####the####address####bar####,####press####⌘####command####+####v####,####and####then####press####⏎####return####.####the####video####will####begin####to####play####on####you####browser####.	0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
11####-####right####-####click####the####video####and####select####save####video####as####to####save####.####right####-####click####the####video####and####select####save####video####as####to####save####.####you####can####name####the####video####anything####you####wish####.####once####you####have####save####the####video####,####it####will####begin####to####download####from####youtube####.####the####download####video####will####then####be####play####on####you####mac####whether####you####be####on####or####offline####.	0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	None
0####-####prepare####to####scan	0,0,1,0,0	0,0,0,0,0	None
1####-####make####sure####that####you####canon####printer####can####scan####.####make####sure####that####you####canon####printer####can####scan####.####if####you####printer####be####a####"####all####-####in####-####one####"####model####,####it####can####scan####.####some####other####printer####model####can####scan####as####well####,####though####you####will####need####to####check####the####printer####'s####documentation####or####product####page####to####ensure####that####this####be####the####case####.####-####;	0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####connect####you####printer####to####you####computer####connect####you####printer####to####you####computer####.####most####canon####printer####that####can####scan####will####also####be####able####to####connect####wirelessly####via####a####touch####-####screen####panel####,####but####you####may####need####to####connect####you####printer####to####you####computer####via####usb####cable####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	True
3####-####turn####on####you####printer####if####necessary####.####turn####on####you####printer####if####necessary####.####press####the####printer####'s####"####on####"####button####.####if####the####printer####will####not####turn####on####,####make####sure####that####it####be####connect####to####a####work####power####source####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####open####the####scanner####.####open####the####scanner####.####lift####up####the####scanner####'s####lid####so####that####you####can####see####the####glass####bottom####of####the####scanner####.####-####if####you####canon####printer####have####a####all####-####in####-####one####paper####feeder####,####insert####you####document####into####the####tray####instead####.####you####can####look####at####the####symbol####on####the####tray####to####see####how####to####insert####the####paper####.####-####consult####you####canon####'s####instruction####manual####if####you####can####not####figure####out####how####to####use####the####build####-####in####scanner####.	0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####place####you####document####face####-####down####in####the####scanner####.####place####you####document####face####-####down####in####the####scanner####.####you####should####see####marking####next####to####the####glass####bottom####;####these####usually####indicate####how####the####document####should####be####oriented####in####the####scanner####.	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####close####the####scanner####lid####.####close####the####scanner####lid####.####make####sure####that####it####be####firmly####shut####before####you####scan####you####document####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####scanning####on####window	0,0,0,0,0	0,0,0,0,0	None
1####-####open####start####.####open####start####.####click####the####window####logo####in####the####bottom####-####leave####corner####of####the####screen####.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####type####window####fax####and####scan####into####start####.####type####window####fax####and####scan####into####start####.####do####so####will####search####for####the####window####fax####and####scan####app####.	0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####click####window####fax####and####scan####.####click####window####fax####and####scan####.####it####be####at####the####top####of####the####start####window####.####the####fax####and####scan####app####will####open####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####click####new####scan.####click####new####scan####.####this####be####in####the####upper-left####side####of####the####fax####and####scan####window####.####click####it####open####a####new####window####.	0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####make####sure####that####you####scanner####be####correct####.####make####sure####that####you####scanner####be####correct####.####you####should####see####the####word####"####canon####"####and####you####printer####'s####model####number####.####if####you####see####something####else####here####,####click####change####...####and####select####you####canon####printer####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####select####a####type####of####document####.####select####a####type####of####document####.####click####the####"####profile####"####drop####-####down####box####,####then####select####the####type####of####document####(####e.g.####,####photo####)####in####the####drop####-####down####box####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
