0####-####step	0,0,0	0,0,0	None
2####-####press####↵####enter####.####press####↵####enter####.####this####will####create####you####new####file####and####open####it####in####the####vim####editor####.####you####should####see####a####blank####terminal####window####with####a####tilde####(####~####)####on####each####line####,####as####well####as####you####text####file####'s####name####at####the####bottom####of####the####window####.	0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####press####you####computer####'s####i####key####.####press####you####computer####'s####i####key####.####do####so####will####place####you####document####in####"####insert####"####mode####,####wherein####you####can####enter####text####as####need####.####-####you####should####see####--####insert####--####pop####up####at####the####bottom####of####the####window####when####you####press####the####i####key####.	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####enter####you####document####'s####text####.####enter####you####document####'s####text####.####you####can####simply####type####as####you####typically####would####for####any####other####text####document####.####to####save####the####current####line####of####text####and####jump####to####the####next####line####,####you####will####press####'s####enter####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####press####the####esc####key####.####press####the####esc####key####.####it####be####typically####in####the####upper-left####corner####of####you####computer####'s####keyboard####.####this####key####will####stop####the####insert####mode####.	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0	None
6####-####press####the####:####(####colon####)####key####.####press####the####:####(####colon####)####key####.####this####key####will####place####vim####in####"####command####"####mode####.####-####you####should####see####a####cursor####appear####at####the####bottom####of####the####window####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####type####:w####into####terminal####and####press####↵####enter####.####type####:w####into####terminal####and####press####↵####enter####.####this####command####will####save####you####document####as####it####currently####be####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####type####:q####into####terminal####and####press####↵####enter####.####type####:q####into####terminal####and####press####↵####enter####.####do####so####will####quit####out####of####vim####and####return####you####to####terminal####'s####main####interface####.####you####text####file####be####now####in####you####specify####directory####.####-####you####can####check####for####the####text####file####by####type####lo####into####terminal####and####press####↵####enter####and####then####look####for####the####file####'s####name####.####-####you####can####also####type####:####bq####to####save####and####quit####in####one####command####.	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####reopen####the####file####from####the####terminal####window####.####reopen####the####file####from####the####terminal####window####.####just####as####you####do####to####create####the####file####,####you####will####type####vi####filename####.####txt####to####open####the####file####.####this####time####when####you####open####the####file####,####you####should####see####any####save####change####that####you####make####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####use####imagemagick	0,0,1,0	0,0,0,0	None
1####-####open####the####terminal####.####open####the####terminal####.####image####magick####be####a####command####-####line####utility####that####can####capture####screenshot####for####you####.####many####distribution####come####with####imagemagick####already####install####,####but####you####can####install####it####for####free####from####you####distribution####'s####package####manager####if####you####do####not####have####it####.####-####to####open####the####terminal####quickly####in####ubuntu####and####many####other####distribution####,####press####ctrl####+####alt####+####t####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####install####imagemagick.####install####imagemagick####.####on####debian####-####base####distribution####such####as####ubuntu####,####type####sudo####apt####-####get####install####imagemagick####and####press####↵####enter####.####you####will####be####prompt####for####you####administrator####password####.####if####imagemagick####have####not####be####install####,####it####will####begin####downloading####and####install####.####if####it####be####already####install####,####you####will####be####inform####.	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####take####a####screenshot####of####the####entire####screen####.####take####a####screenshot####of####the####entire####screen####.####type####import####-####window####root####picture####/####filename.png####and####press####↵####enter####.####replace####filename####with####the####name####you####want####to####give####the####screenshot####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####take####a####screenshot####of####a####specific####window####.####take####a####screenshot####of####a####specific####window####.####type####import####picture####/####filename.png####and####press####↵####enter####.####replace####filename####with####the####name####you####want####to####give####the####screenshot####.####the####cursor####will####turn####into####a####crosshair####,####and####you####can####click####the####window####that####you####want####to####capture####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####add####a####delay####to####the####screenshot####.####add####a####delay####to####the####screenshot####.####type####import####-####window####root####-####pause#########picture####/####filename.png####and####press####↵####enter####.####replace#########with####the####amount####of####seconds####that####you####want####to####wait####before####the####screenshot####be####take####.####after####wait####the####set####amount####of####time####,####the####screenshot####will####be####take####and####you####will####be####return####to####the####terminal####prompt####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####step	0,0,0	0,0,0	None
1####-####click####on####the####apple####menu####.####click####on####the####apple####menu####.####it####be####the########icon####in####the####upper-left####corner####of####the####screen####.####;	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	None
2####-####click####on####system####preference####..####click####on####system####preference####..####it####be####near####the####top####of####the####drop####-####down####menu####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####click####on####bluetooth####.####click####on####bluetooth####.####it####be####near####the####center####of####the####window####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####click####on####turn####bluetooth####on.####click####on####turn####bluetooth####on####.####it####be####on####the####left####side####of####the####dialog####box####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####hold####the####airpods####case####near####you####mac####.####hold####the####airpods####case####near####you####mac####.####the####airpods####must####be####in####the####case####and####the####lid####close####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####open####the####lid####on####the####airpods####case####.####open####the####lid####on####the####airpods####case####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####press####and####hold####the####"####setup####"####button####.####press####and####hold####the####"####setup####"####button####.####it####be####a####small####,####round####button####on####the####back####of####the####airpods####case####.####hold####the####button####until####the####status####light####flash####white####.	0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####click####on####airpods####.####click####on####airpods####.####it####will####appear####in####the####"####device####"####section####on####the####right####side####of####you####mac####'s####bluetooth####dialog####box####.	0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####click####on####pair.####click####on####pair.####you####airpod####will####now####pair####with####you####mac.####-####check####"####show####bluetooth####in####menu####bar####"####at####the####bottom####of####the####dialog####box####to####enable####a####drop####-####down####menu####that####will####allow####you####to####quickly####switch####you####mac####'s####audio####output####to####airpods####without####go####through####"####system####preference####.####"	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####step	0,0,0	0,0,0	None
1####-####click####on####the####apple####menu####.####click####on####the####apple####menu####.####it####be####the########icon####in####the####upper-left####corner####of####the####screen####.####;	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####click####on####system####preference####..####click####on####system####preference####..####it####be####near####the####top####of####the####drop####-####down####menu####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####click####on####bluetooth####.####click####on####bluetooth####.####it####be####near####the####center####of####the####window####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####click####on####turn####bluetooth####on.####click####on####turn####bluetooth####on####.####it####be####on####the####left####side####of####the####dialog####box####.	0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####hold####the####airpods####case####near####you####mac####.####hold####the####airpods####case####near####you####mac####.####the####airpods####must####be####in####the####case####and####the####lid####close####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####open####the####lid####on####the####airpods####case####.####open####the####lid####on####the####airpods####case####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####press####and####hold####the####"####setup####"####button####.####press####and####hold####the####"####setup####"####button####.####it####be####a####small####,####round####button####on####the####back####of####the####airpods####case####.####hold####the####button####until####the####status####light####flash####white####.	0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####click####on####airpods####.####click####on####airpods####.####it####will####appear####in####the####"####device####"####section####on####the####right####side####of####you####mac####'s####bluetooth####dialog####box####.	0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####click####on####pair.####click####on####pair.####you####airpod####will####now####pair####with####you####mac.####-####check####"####show####bluetooth####in####menu####bar####"####at####the####bottom####of####the####dialog####box####to####enable####a####drop####-####down####menu####that####will####allow####you####to####quickly####switch####you####mac####'s####audio####output####to####airpods####without####go####through####"####system####preference####.####"	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####the####basic####start####up####you####computer####.####after####the####circle####under####the####apple####logo####rotate####for####a####few####seconds####,####the####computer####will####take####you####on####a####quick####video####,####and####then####will####ask####for####you####to####enter####you####area####,####some####personal####information####,####and####a####user####name####and####password####.####enter####the####info####,####and####proceed####to####log####in####.	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####right####-####click####menu####on####a####mac.####right####-####click####menu####on####a####mac####.####many####pc####user####be####use####to####right####-####click####the####mouse####in####order####to####bring####up####a####list####of####helpful####option####;####on####a####mac####there####be####way####to####get####similar####result####.####the####easiest####way####would####be####to####control####-####click####a####item####.####control####-####click####means####hold####down####ctrl####while####click####the####item####.####this####will####bring####up####a####shortcut####menu####.####alternatively####,####you####can####configure####the####mouse####or####trackpad####to####use####the####right####side####of####the####mouse####or####trackpad####as####the####secondary####button####(####a.k.a.####right####-####click####)####in####system####preference####(####apple####menu####>####system####preference####>####mouse####or####apple####menu####>####system####preference####>####trackpad####)####.	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####use####finder####to####find####various####document####,####picture####,####and####other####file####.####use####finder####to####find####various####document####,####picture####,####and####other####file####.####finder####be####,####for####mac####user####,####essentially####what####window####explorer####be####for####pc####user####.	0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####force####quit####a####unresponsive####application####.####force####quit####a####unresponsive####application####.####press####command####-####option####-####escape####when####a####application####become####unresponsive####.####this####work####in####the####same####way####the####ctrl####-####alt####-####delete####work####for####pc####user####.####another####way####to####force####-####quit####a####application####be####to####control####-####click####the####item####on####the####dock####and####select####force####-####quit####from####the####menu####.	0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####close####a####window####.####close####a####window####.####click####the####red####button####in####the####upper####leave####hand####corner####of####the####window####to####close####the####window####of####a####application####.####this####do####not####exit####the####application####.####the####hotkey####in####many####application####be####command####-####w.	0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####minimize####a####window####.####minimize####a####window####.####to####minimize####a####window####(####put####it####in####the####dock####to####the####right####of####the####racetrack####)####click####the####yellow####button####next####to####it####.####alternatively####,####double####-####click####on####the####title####bar####.	0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####maximize####a####window####.####maximize####a####window####.####to####maximize####a####window####,####click####the####green####button####on####the####right####.	0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####exit####a####application####.####exit####a####application####.####click####on####the####application####name####in####the####menu####bar####,####then####click####on####quit####at####the####bottom####of####the####menu####.####the####hotkey####in####almost####all####application####be####command####-####q.	0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####switch####application####.####switch####application####.####in####any####app####,####press####cmd-tab####to####quickly####switch####between####app####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
10####-####press####the####command####key####on####the####mac####for####shortcut####key####(####hotkey####)####instead####of####ctrl####on####window####.####press####the####command####key####on####the####mac####for####shortcut####key####(####hotkey####)####instead####of####ctrl####on####window####.####for####example####command####+####c####to####copy####,####and####command####+####v####to####paste####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####step	0,0,0	0,0,0	None
1####-####open####toast####titanium	0,0,0,0,0	0,0,0,0,0	None
open####toast####titanium####-####;	0,0,0,0,0	0,0,0,0,0	None
2####-####click####on####the####"####copy####"####tab####.####click####on####the####"####copy####"####tab####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####at####the####top####-####leave####corner####of####the####screen####there####be####a####drop####down####menu####.####at####the####top####-####leave####corner####of####the####screen####there####be####a####drop####down####menu####.####choose####"####image####file####"####from####the####menu####.	0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####click####on####select####and####browse####for####you####iso####file####.####click####on####select####and####browse####for####you####iso####file####.	0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####once####you####be####do####select####you####iso####file####insert####you####blank####disk####in####the####drive####.####once####you####be####do####select####you####iso####file####insert####you####blank####disk####in####the####drive####.	0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	True
6####-####click####on####the####red####"####copy####"####button####at####the####bottom####-####right####corner####of####the####window####.####click####on####the####red####"####copy####"####button####at####the####bottom####-####right####corner####of####the####window####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####wait####for####the####process####to####finish####.####wait####for####the####process####to####finish####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####that####be####it####.####that####be####it####.####you####iso####file####be####burn####on####the####dvd####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####step	0,0,0	0,0,0	None
